주소,위도,경도,직선거리(m)
서울특별시 동작구 사당동 178-24,37.492025460811,126.970118045327,1239.6
서울특별시 관악구 봉천동 1601-4,37.480118045341,126.954335508381,1831.0
서울특별시 관악구 봉천동 1641-31,37.472938400448,126.967950485166,2778.4
서울특별시 동작구 상도동 430,37.502129006899,126.954366689061,681.9
서울특별시 관악구 봉천동 931-18,37.48305971617,126.941424276187,2036.7
서울특별시 관악구 봉천동 1526-13,37.480796350856,126.941317742197,2232.9
서울특별시 관악구 봉천동 856-5,37.479646814745,126.952850654234,1905.0
서울특별시 동작구 사당동 176-2,37.490957145342,126.970696480465,1336.4
서울특별시 동작구 사당동 176-1,37.491304659048,126.970328095821,1290.0
서울특별시 동작구 상도동 488,37.496942536671,126.953538976122,328.7
서울특별시 동작구 사당동 161-59,37.486253724194,126.977513985232,2118.7
서울특별시 동작구 상도동 491-20,37.495805657234,126.95283883575,391.6
서울특별시 동작구 사당동 1024-23,37.480443011727,126.977223468468,2505.4
서울특별시 동작구 사당동 316-246,37.480249850769,126.973806585639,2319.5
서울특별시 관악구 봉천동 1510-44,37.473295679071,126.961080342047,2594.6
서울특별시 관악구 봉천동 1566-16,37.479369248021,126.948432888346,2048.6
서울특별시 관악구 봉천동 854-5,37.47992165735,126.953351640586,1866.5
서울특별시 동작구 사당동 1033-26,37.479382994342,126.980057306113,2766.9
서울특별시 동작구 흑석동 340,37.504351426616,126.959479147084,903.8
서울특별시 동작구 사당동 442-14,37.478815078493,126.974293071299,2471.3
서울특별시 관악구 봉천동 463-1,37.48670508968,126.947486487658,1379.9
서울특별시 관악구 봉천동 880-41,37.480356929582,126.948775205272,1935.5
서울특별시 동작구 사당동 419-96,37.47889839461,126.977055998043,2620.2
서울특별시 관악구 봉천동 1588-21,37.477554356436,126.949967028084,2193.5
서울특별시 관악구 봉천동 180-590,37.470324084847,126.970075213802,3116.6
서울특별시 관악구 봉천동 1633-14,37.475698728802,126.963799347618,2377.0
서울특별시 동작구 사당동 1159,37.488521615736,126.973247512697,1665.8
서울특별시 관악구 봉천동 1706,37.484978166169,126.959527594484,1289.3
서울특별시 관악구 봉천동 300-19,37.475816871727,126.95929851707,2299.0
서울특별시 관악구 봉천동 1568-1,37.479108864199,126.950336418557,2018.8
서울특별시 동작구 사당동 432-20,37.479606749248,126.975501993194,2470.4
서울특별시 동작구 사당동 233-15,37.483727963401,126.968222058829,1714.0
서울특별시 관악구 봉천동 62-24,37.482883905751,126.954749658217,1521.4
서울특별시 동작구 사당동 318-80,37.482470677925,126.974727253883,2190.2
서울특별시 동작구 사당동 284-38,37.48067996813,126.968291712444,2005.5
서울특별시 관악구 봉천동 180-294,37.46922794146,126.968260615584,3177.6
서울특별시 동작구 사당동 183-39,37.490297782929,126.963741344849,892.5
서울특별시 동작구 상도동 214-191,37.496256100711,126.94454133834,1117.6
서울특별시 동작구 사당동 64-148,37.490346942791,126.980510683255,2164.1
서울특별시 관악구 봉천동 180-293,37.46936645241,126.968115441021,3159.1
서울특별시 동작구 흑석동 341,37.510758804861,126.959742757939,1609.3
서울특별시 관악구 봉천동 1666-51,37.480777994488,126.955188199391,1749.1
서울특별시 관악구 봉천동 716-2,37.492601884293,126.929303876557,2498.2
서울특별시 관악구 봉천동 1703,37.48959215241,126.955554656198,773.8
서울특별시 관악구 봉천동 869-6,37.481091477667,126.950660546753,1800.3
서울특별시 동작구 사당동 206-26,37.486273212119,126.966895035918,1416.0
서울특별시 관악구 봉천동 895-1,37.481007700544,126.947450529294,1918.4
서울특별시 동작구 상도동 250-10,37.49968165881,126.933151924486,2152.9
서울특별시 동작구 사당동 44-86,37.493104086021,126.979037647591,1961.0
서울특별시 관악구 봉천동 50-79,37.48540568514,126.951801072318,1315.0
서울특별시 관악구 봉천동 32-1,37.484610452077,126.954951662084,1328.8
서울특별시 관악구 봉천동 875-3,37.48101583099,126.950082027796,1825.2
서울특별시 관악구 봉천동 912-14,37.48253773315,126.945161096261,1874.7
서울특별시 동작구 상도동 431,37.499352417653,126.954733229687,391.9
서울특별시 동작구 상도1동 475,37.503101684853,126.951166059333,913.8
서울특별시 관악구 봉천동 893-12,37.482230326851,126.947375092165,1801.2
서울특별시 동작구 상도동 288-6,37.495280824367,126.933733880023,2074.8
서울특별시 관악구 봉천동 100-20,37.482057408188,126.959237496815,1607.7
서울특별시 관악구 봉천동 635-142,37.489820140176,126.941519662245,1566.9
서울특별시 관악구 봉천동 670-80,37.489460724168,126.931402956569,2404.8
서울특별시 동작구 상도동 242-77,37.501322835452,126.934597132231,2067.7
서울특별시 관악구 봉천동 685-82,37.491529210234,126.930774313831,2394.8
서울특별시 동작구 상도1동 619-2,37.504413159333,126.949154654028,1137.3
서울특별시 관악구 봉천동 180-253,37.468964498243,126.969815961537,3249.9
서울특별시 관악구 봉천동 1534-26,37.480341087785,126.940239075078,2332.5
서울특별시 동작구 사당동 207-3,37.487807058491,126.967005844678,1290.6
서울특별시 동작구 사당동 1032-35,37.478629000242,126.98018915345,2833.3
서울특별시 관악구 봉천동 1700,37.475110403018,126.952119584639,2412.3
서울특별시 동작구 사당동 1017-26,37.481471848433,126.979212913187,2556.2
서울특별시 동작구 사당동 282-4,37.481482577269,126.969527959344,1985.6
서울특별시 동작구 사당동 316-168,37.480484627877,126.97352595952,2283.6
서울특별시 관악구 봉천동 959-16,37.485356106183,126.935386707511,2285.1
서울특별시 관악구 봉천동 196-268,37.474932371394,126.962203852349,2430.3
서울특별시 동작구 사당동 316-233,37.479460610766,126.973659483238,2380.3
서울특별시 동작구 사당동 230-27,37.483768028898,126.967963896211,1697.5
서울특별시 동작구 사당동 269-20,37.483477805501,126.970928240088,1881.0
서울특별시 관악구 봉천동 459-2,37.486187088064,126.948287210869,1384.1
서울특별시 동작구 사당동 316-251,37.479816548284,126.973582369729,2344.8
서울특별시 동작구 사당동 1028-3,37.480282917377,126.97962471609,2671.0
서울특별시 관악구 봉천동 1522-30,37.481826905851,126.940880123033,2170.4
서울특별시 동작구 상도동 242-9,37.501326816856,126.935576557617,1984.6
서울특별시 관악구 봉천동 41-537,37.484558526187,126.952591653426,1381.0
서울특별시 동작구 상도동 279-80,37.495890440185,126.935477818798,1918.0
서울특별시 동작구 상도1동 433,37.502198283329,126.951314335201,826.0
서울특별시 동작구 상도동 211-104,37.498065124963,126.947046186285,914.8
서울특별시 동작구 상도동 202-153,37.500316797523,126.939827775089,1593.1
서울특별시 관악구 봉천동 1720,37.488422499731,126.944433882341,1436.0
서울특별시 관악구 봉천동 1521-5,37.482282965203,126.938927223412,2252.7
서울특별시 관악구 봉천동 1667-60,37.481528426279,126.955602265408,1662.6
서울특별시 관악구 봉천동 715-44,37.49247313826,126.930039723837,2436.8
서울특별시 관악구 봉천동 41-109,37.488571152784,126.953729329144,925.8
서울특별시 관악구 봉천동 948-7,37.484389463199,126.938688674447,2112.1
서울특별시 동작구 상도동 421,37.498056365875,126.958276427797,204.3
서울특별시 동작구 사당동 183-17,37.490993983807,126.963826588804,840.1
서울특별시 관악구 봉천동 879-3,37.4796316435,126.947679774346,2048.0
서울특별시 관악구 봉천동 863-6,37.479660519156,126.951752373461,1925.4
서울특별시 관악구 봉천동 1607-8,37.474889246502,126.953889926408,2412.6
서울특별시 관악구 봉천동 895-2,37.480825058874,126.947207202645,1946.3
서울특별시 관악구 봉천동 1526-14,37.480897604246,126.94129066865,2225.7
서울특별시 관악구 봉천동 41-306,37.48495209845,126.954235344638,1302.5
서울특별시 동작구 사당동 1136,37.488809450291,126.977417844803,1973.9
서울특별시 관악구 봉천동 63-45,37.482188584973,126.95557527568,1589.7
서울특별시 동작구 상도동 335-176,37.503213499441,126.929944756874,2520.7
서울특별시 관악구 봉천동 937-14,37.486559873208,126.940924714758,1807.6
서울특별시 동작구 사당동 1133,37.489177248203,126.970453405273,1419.6
서울특별시 동작구 상도동 445,37.49529700144,126.941935320823,1353.2
서울특별시 관악구 봉천동 1680-26,37.478543253373,126.961126945429,2018.3
서울특별시 동작구 상도동 492-12,37.495795724679,126.953175872077,362.6
서울특별시 동작구 상도동 7-110,37.504274438836,126.953123066087,944.2
서울특별시 동작구 사당동 316-176,37.480165822189,126.973475835739,2308.5
서울특별시 동작구 사당동 141-48,37.485242405667,126.979225402223,2306.5
서울특별시 관악구 봉천동 883-5,37.481157778521,126.948660121741,1857.7
서울특별시 동작구 사당동 1014-26,37.482104975489,126.976697504044,2343.6
서울특별시 동작구 사당동 206-127,37.487377653591,126.966755561049,1312.2
서울특별시 동작구 상도1동 500,37.505113257796,126.952533818294,1050.3
서울특별시 관악구 봉천동 1718,37.489287931234,126.944766979173,1354.5
서울특별시 동작구 사당동 1131,37.485392651281,126.971279860926,1745.4
서울특별시 동작구 상도1동 522,37.506066405916,126.950339016947,1231.4
서울특별시 동작구 사당동 1033-11,37.479226252753,126.979579872908,2748.5
